0.850002	0	0.001	0.0023	0.00399	0.006188	0.009042	0.012758	0.01758	0.02253	0.02747	0.03242	0.037242	0.040958	0.043812	0.04601	0.0477	0.049	0.05	0.051	0.0523	0.05399	0.056186	0.059044	0.062756	0.067582	0.072528	0.077472	0.082418	0.087244	0.090956	0.093814	0.096008	0.097702	0.098998	0.100002	0.100998	0.102302	0.103988	0.106188	0.109042	0.112758	0.11758	0.12386	0.132012	0.142622	0.156402	0.17433	0.199996	0.225676	0.243592	0.257382	0.267984	0.276142	0.282418	0.287242	0.290958	0.293812	0.29601	0.2977	0.299	0.3	0.301	0.3023	0.30399	0.306186	0.309044	0.312754	0.317584	0.323856	0.332016	0.342618	0.356406	0.374326	0.4	0.425672	0.443594	0.45738	0.467984	0.476142	0.482416	0.487244	0.490956	0.493814	0.496008	0.497702	0.498998	0.500002	0.500998	0.502302	0.503988	0.506188	0.509042	0.512756	0.517582	0.522528	0.527472	0.532416	0.537244	0.540956	0.543814	0.546008	0.547702	0.548998	0.550002
0.848998	6.01074	6.0699	6.14611	6.24396	6.36911	6.52827	6.72912	6.94981	7.16351	7.36742	7.55906	7.71805	7.83526	7.9224	7.98762	8.03672	8.07386	8.10572	8.14187	8.18804	8.24665	8.32045	8.41235	8.52495	8.64356	8.75303	8.85203	8.93969	9.0079	9.0556	9.08958	9.11417	9.1322	9.14556	9.15684	9.16943	9.18518	9.20464	9.22828	9.25639	9.28887	9.32504	9.36343	9.40187	9.43769	9.46816	9.4923	9.50489	9.50917	9.51063	9.5112	9.51145	9.51156	9.51161	9.51164	9.51165	9.51166	9.51166	9.51167	9.51167																																												
0.847702	6.07003	6.12951	6.20613	6.30451	6.43033	6.59035	6.79229	7.01416	7.22902	7.43403	7.6267	7.78655	7.9044	7.99201	8.05758	8.10695	8.14428	8.17632	8.21267	8.25909	8.31801	8.39222	8.48461	8.59782	8.71708	8.82714	8.92666	9.01479	9.08335	9.1313	9.16545	9.19016	9.20828	9.2217	9.23304	9.24569	9.26152	9.28106	9.30481	9.33305	9.36568	9.40201	9.44058	9.47918	9.51517	9.54579	9.57005	9.58269	9.587	9.58847	9.58905	9.58929	9.5894	9.58946	9.58948	9.5895	9.58951	9.58951	9.58951	9.58951																																												
0.846008	6.1466	6.2065	6.28365	6.38271	6.5094	6.67053	6.87387	7.09728	7.31363	7.52007	7.71409	7.87505	7.99372	8.08194	8.14798	8.19769	8.23529	8.26755	8.30415	8.3509	8.41024	8.48496	8.578	8.69201	8.8121	8.92292	9.02312	9.11183	9.18083	9.22907	9.26342	9.28828	9.30649	9.31999	9.33138	9.3441	9.36001	9.37965	9.40352	9.43189	9.46466	9.50114	9.53986	9.57863	9.61478	9.64556	9.66995	9.68268	9.68701	9.68849	9.68907	9.68932	9.68943	9.68948	9.68951	9.68952	9.68953	9.68954	9.68954	9.68954																																												
0.843814	6.2453	6.30573	6.38356	6.4835	6.61131	6.77387	6.97902	7.20442	7.42271	7.63098	7.82675	7.98916	8.1089	8.19792	8.26456	8.31472	8.35266	8.38521	8.42215	8.46932	8.52919	8.6046	8.69849	8.81353	8.9347	9.0465	9.14757	9.237	9.30653	9.3551	9.38968	9.41469	9.43301	9.44658	9.45803	9.47082	9.4868	9.50653	9.53049	9.55896	9.59184	9.62841	9.66723	9.70611	9.74239	9.77332	9.79786	9.81067	9.81504	9.81653	9.81711	9.81736	9.81747	9.81753	9.81755	9.81757	9.81758	9.81758	9.81758	9.81758																																												
0.840956	6.37215	6.43326	6.51197	6.61304	6.7423	6.90669	7.11417	7.34214	7.56292	7.77359	7.97161	8.1359	8.25704	8.34709	8.4145	8.46525	8.50364	8.53657	8.57394	8.62166	8.68225	8.75854	8.85353	8.96992	9.0925	9.20557	9.30773	9.39806	9.46819	9.51714	9.55194	9.57709	9.5955	9.60913	9.62063	9.63347	9.6495	9.66928	9.69328	9.72176	9.75463	9.79115	9.82991	9.86875	9.90506	9.9361	9.96078	9.97369	9.97808	9.97959	9.98017	9.98042	9.98054	9.98059	9.98062	9.98064	9.98064	9.98065	9.98065	9.98065																																												
0.837244	6.53456	6.59655	6.67638	6.7789	6.91001	7.07677	7.28724	7.51851	7.7425	7.95626	8.15719	8.32393	8.44687	8.53828	8.6067	8.65822	8.69718	8.73062	8.76855	8.817	8.87851	8.95596	9.0524	9.17056	9.29498	9.40968	9.51322	9.60462	9.67543	9.72473	9.75972	9.78495	9.80341	9.81705	9.82856	9.84138	9.85739	9.87711	9.901	9.92931	9.96189	9.99806	10.0364	10.0749	10.111	10.1421	10.1668	10.1798	10.1843	10.1858	10.1864	10.1866	10.1867	10.1868	10.1868	10.1868	10.1868	10.1869	10.1869	10.1869																																												
0.832416	6.74145	6.80454	6.88581	6.99018	7.12366	7.29343	7.50773	7.74323	7.97135	8.18907	8.39378	8.56367	8.68897	8.78214	8.85189	8.90441	8.94413	8.97822	9.0169	9.0663	9.12901	9.208	9.30635	9.42684	9.55367	9.67051	9.77579	9.86847	9.93996	9.98951	10.0245	10.0497	10.0681	10.0816	10.093	10.1057	10.1215	10.141	10.1644	10.1921	10.2239	10.259	10.2963	10.3339	10.3694	10.4002	10.4249	10.438	10.4424	10.444	10.4446	10.4448	10.4449	10.445	10.445	10.445	10.445	10.4451	10.4451	10.4451																																												
0.827474	6.97173	7.03607	7.11894	7.22536	7.36148	7.53463	7.7532	7.99346	8.22622	8.44844	8.65742	8.83092	8.95892	9.05411	9.12539	9.17906	9.21967	9.25451	9.29406	9.34456	9.40869	9.48947	9.59006	9.71331	9.84301	9.96236	10.0697	10.1637	10.2357	10.2852	10.32	10.3448	10.3628	10.376	10.3871	10.3995	10.4148	10.4335	10.4559	10.4823	10.5123	10.5455	10.5807	10.6165	10.6508	10.681	10.7056	10.7186	10.7231	10.7246	10.7252	10.7255	10.7256	10.7256	10.7257	10.7257	10.7257	10.7257	10.7257	10.7257																																												
0.822526	7.19802	7.26357	7.34801	7.45646	7.59518	7.77166	7.99447	8.23943	8.47681	8.70351	8.9168	9.09394	9.22466	9.32192	9.39476	9.44962	9.49113	9.52676	9.5672	9.61885	9.68445	9.7671	9.87006	9.99625	10.129	10.2511	10.3606	10.4561	10.5284	10.5776	10.6117	10.6358	10.6531	10.6658	10.6763	10.688	10.7024	10.7198	10.7406	10.7647	10.7921	10.8222	10.8546	10.888	10.9207	10.95	10.9742	10.9872	10.9916	10.9932	10.9938	10.994	10.9941	10.9942	10.9942	10.9942	10.9942	10.9942	10.9942	10.9942																																												
